user_id,item_id,rating
30,306,2
30,307,4
30,313,1
30,314,2
30,315,2
30,318,32
30,323,1
30,328,1
30,330,38
30,333,1
30,334,1
30,335,3
30,338,1
30,346,5
30,350,1
30,382,1
31,5,2
31,46,1
31,66,5
31,84,2
31,97,1
31,99,4
31,104,1
31,122,5
31,125,1
31,138,1
31,144,1
31,152,1
31,171,1
31,189,1
31,207,2
31,250,1
31,259,1
31,284,4
31,285,1
31,314,4
31,327,2
31,328,1
31,330,1
31,339,1
31,341,1
32,16,1
32,51,1
32,229,1
32,230,1
34,97,1
34,99,1
34,118,1
34,241,1
35,7,1
35,87,1
35,112,1
36,107,1
36,207,1
36,258,1
36,314,1
37,8,1
38,9,6
38,352,1
39,25,1
39,238,1
39,298,1
40,7,1
40,8,2
40,25,2
40,27,2
40,28,1
40,36,8
40,46,4
40,53,2
40,55,1
40,64,2
40,66,1
40,69,1
40,97,4
40,127,4
40,137,1
40,139,1
40,142,1
40,152,4
40,156,1
40,165,2
40,168,3
40,171,1
40,173,1
40,174,1
40,178,1
40,183,3
40,198,2
40,207,2
40,212,1
40,213,1
40,214,1
40,226,1
40,246,1
40,252,1
40,256,1
40,277,1
40,288,1
40,310,1
40,316,1
40,318,1
40,323,1
40,330,1
40,365,1
41,5,1
41,17,3
41,32,1
41,43,1
41,56,10
41,125,2
41,131,1
41,152,1
41,157,1
41,171,1
41,173,6
41,202,1
41,217,1
41,223,2
41,238,1
41,239,1
41,247,1
41,267,2
41,281,5
41,284,1
41,288,1
41,302,1
41,303,1
41,306,1
41,311,1
41,313,1
41,330,1
41,332,1
41,335,3
41,336,1
41,346,1
41,356,1
41,371,1
41,382,1
41,385,1
41,396,1
43,7,5
43,8,2
43,9,7
43,17,2
43,24,1
43,25,4
43,45,1
43,49,2
43,51,1
43,54,1
43,84,2
43,94,2
43,97,1
43,99,5
43,126,1
43,127,1
43,142,1
43,145,1
43,150,1
43,153,1
43,160,1
43,162,1
43,171,1
43,207,2
43,234,2
43,238,1
43,239,3
43,246,1
43,267,1
43,292,2
43,300,1
43,301,1
43,302,2
43,303,5
43,311,1
43,315,2
43,327,1
43,330,1
43,336,1
43,346,2
46,9,1
46,17,9
46,33,1
46,34,1
46,36,2
46,43,2
46,46,2
46,49,7
46,51,2
46,62,1
46,70,1
46,77,1
46,79,5
46,80,3
46,84,2
46,87,4
46,90,2
46,95,3
46,97,1
46,98,1
46,103,1
46,110,1
46,118,3
46,119,4
46,123,2
46,125,1
46,133,4
46,138,3
46,142,2
46,145,6
46,149,2
46,152,3
46,156,1
46,162,2
46,171,1
46,174,1
46,178,2
46,184,1
46,185,1
46,186,3
46,189,1
46,194,1
46,198,1
46,199,1
46,207,5
46,214,1
46,218,1
46,228,2
46,237,1
46,246,3
46,256,8
46,267,2
46,269,3
46,284,3
46,303,5
46,311,7
46,314,2
46,315,3
46,320,1
46,321,1
46,322,1
46,330,2
46,335,2
46,336,1
46,362,2
46,385,2
47,56,1
47,95,1
47,145,3
47,171,1
47,197,4
47,256,1
47,267,1
47,332,1
47,350,1
47,356,1
49,7,3
49,8,6
49,17,3
49,56,4
49,87,4
49,99,4
49,118,8
49,122,4
49,196,5
49,267,4
49,335,4
50,17,1
50,56,3
50,84,1
50,133,1
50,150,1
50,228,1
53,7,1
53,84,1
53,97,1
53,133,1
53,228,1
53,265,1
53,267,1
53,314,1
53,336,1
54,118,1
54,122,1
54,207,1
54,302,1
56,25,1
56,53,1
56,96,1
56,97,2
56,99,1
56,129,1
56,142,1
56,145,1
56,148,3
56,173,9
56,177,1
56,178,1
56,284,1
56,311,2
56,323,1
57,283,1
59,207,1
60,6,1
60,25,2
60,32,1
60,48,1
60,49,1
60,56,5
60,65,9
60,67,3
60,74,1
60,95,2
60,110,1
60,116,2
60,122,2
60,133,1
60,156,1
60,169,8
60,207,3
60,212,1
60,225,1
60,246,2
60,255,1
60,256,5
60,282,10
60,306,1
60,308,5
60,309,5
60,311,1
60,315,1
60,338,10
61,207,1
61,238,1
61,282,1
61,338,1
62,6,1
62,46,1
62,82,1
62,157,1
62,255,3
63,28,1
63,332,1
66,95,1
66,137,1
66,180,1
66,289,1
66,330,1
67,66,3
68,283,2
69,104,1
69,318,1
70,6,1
70,16,1
70,17,1
70,18,1
70,48,5
70,51,1
70,67,2
70,88,2
70,97,1
70,109,1
70,112,2
70,116,1
70,138,3
70,143,19
70,150,3
70,152,4
70,158,1
70,165,2
70,167,5
70,184,1
70,207,1
70,226,2
70,236,3
70,239,1
70,240,1
70,245,2
70,256,1
70,258,5
70,269,5
70,282,3
70,286,2
70,302,1
70,314,2
70,318,7
70,323,1
70,328,2
70,338,3
70,372,2
71,36,1
71,44,1
71,150,1
71,168,1
71,255,1
73,17,1
73,207,2
74,128,1
74,165,1
74,292,1
74,323,1
76,20,1
76,62,1
76,97,1
76,122,1
76,207,1
76,255,1
76,256,1
76,275,1
76,350,1
79,17,1
79,43,1
79,269,1
79,291,3
81,8,1
81,56,1
81,84,4
81,94,1
81,228,1
81,267,1
81,311,1
81,335,1
81,386,1
83,98,1
84,102,4
85,25,2
85,49,1
85,56,3
85,62,3
85,95,1
85,168,1
85,198,1
85,207,1
85,310,1
85,330,2
85,346,1
87,7,1
87,80,1
87,84,10
87,107,1
87,119,1
87,125,1
87,133,1
87,138,1
87,152,1
87,157,1
87,167,1
87,184,1
87,256,1
87,318,1
87,327,1
87,372,1
88,118,2
88,150,1
88,160,1
88,239,2
88,240,1
88,256,3
88,314,1
88,322,1
88,335,2
88,359,1
90,122,1
90,333,1
92,269,2
92,372,1
94,74,1
94,98,3
94,108,1
94,110,1
94,118,1
94,122,2
94,126,1
94,137,3
94,152,1
94,165,1
94,237,1
94,247,1
94,281,2
94,292,1
94,372,1
95,98,1
95,116,1
96,28,1
96,53,1
96,80,8
96,150,1
96,152,2
96,184,2
96,207,2
96,269,2
96,284,1
96,346,1
98,104,1
98,118,1
98,194,1
98,269,1
98,286,2
99,122,2
99,207,1
99,239,1
100,7,1
100,8,1
100,109,2
100,137,1
100,143,1
100,169,1
100,207,1
100,269,2
100,289,1
100,311,1
101,5,1
101,180,1
101,332,1
101,333,1
102,53,1
102,56,4
102,84,1
102,125,3
102,152,1
102,157,1
102,228,2
102,314,1
102,315,1
102,356,1
102,371,1
102,382,1
102,386,1
102,396,1
103,122,1
103,238,1
103,267,1
103,335,1
104,152,1
104,169,2
104,284,1
105,46,1
105,98,5
105,110,5
105,118,1
105,137,3
105,138,1
105,171,1
105,180,3
105,207,1
105,237,2
105,248,1
105,269,1
106,8,1
106,53,1
106,66,1
106,123,1
106,138,1
106,144,1
106,152,1
106,162,1
106,184,1
106,199,1
106,207,5
106,255,1
106,282,1
106,284,1
106,308,1
106,338,1
106,339,1
106,359,2
108,140,1
109,107,1
109,110,1
109,142,9
109,303,1
110,5,1
110,17,1
110,74,1
110,80,1
110,118,2
110,152,1
110,157,1
110,169,1
110,171,1
110,269,2
110,332,1
111,12,3
111,232,1
111,298,1
111,335,1
114,156,1
116,196,1
116,205,1
116,207,2
116,255,1
116,321,1
118,17,1
118,90,2
118,228,1
118,239,1
118,269,1
118,302,1
118,314,1
118,385,1
119,5,4
119,6,1
119,7,7
119,17,1
119,32,7
119,90,1
119,99,5
119,120,1
119,122,3
119,138,1
119,141,1
119,142,1
119,152,1
119,162,1
119,164,1
119,167,1
119,169,7
119,206,1
119,207,4
119,238,1
119,240,1
119,283,1
119,284,1
119,302,2
119,303,1
119,306,8
119,308,1
119,311,2
119,314,2
119,318,1
119,323,1
119,330,5
119,335,1
119,341,1
119,346,3
119,354,3
119,356,1
122,34,1
122,98,1
122,107,1
122,118,1
123,32,1
123,253,2
123,298,2
123,306,1
126,5,1
126,99,1
126,118,1
126,297,1
127,169,6
129,8,1
129,81,1
129,123,1
129,133,1
129,152,1
129,207,1
129,277,1
129,288,1
129,303,4
129,318,2
131,195,2
132,127,1
132,137,1
132,138,2
132,169,1
132,302,1
132,308,1
133,9,2
133,110,1
133,118,3
133,240,1
133,246,1
133,247,1
133,271,1
133,302,1
133,351,1
134,19,1
134,80,1
134,90,1
134,122,1
134,141,1
134,255,5
134,256,1
136,80,1
136,92,1
136,98,1
136,118,4
136,125,1
136,207,1
136,243,1
136,330,1
136,356,1
139,56,1
139,78,1
139,97,1
141,28,1
141,224,1
141,237,1
141,239,1
142,5,1
142,7,1
142,8,1
142,17,1
142,22,1
142,25,3
142,30,1
142,31,1
142,54,1
142,84,1
142,88,2
142,99,1
142,103,1
142,107,1
142,109,1
142,110,1
142,118,1
142,122,1
142,126,2
142,137,1
142,138,8
142,143,1
142,155,1
142,156,3
142,157,1
142,162,1
142,165,1
142,167,1
142,169,3
142,171,2
142,173,1
142,174,1
142,183,1
142,195,1
142,196,1
142,207,1
142,239,1
142,253,1
142,258,1
142,283,1
142,284,2
142,286,1
142,298,1
142,307,2
142,308,2
142,326,1
142,330,3
143,62,1
143,118,1
146,7,1
146,80,2
146,98,1
146,107,1
146,123,1
146,126,1
146,165,1
146,180,2
146,194,4
146,207,1
146,248,1
146,298,3
146,323,1
146,339,1
147,22,1
147,44,1
147,78,1
147,99,3
147,102,1
147,118,1
147,122,3
147,138,2
147,139,1
147,187,1
147,196,1
147,235,1
147,284,1
147,314,1
147,332,1
147,372,2
148,7,1
148,18,1
148,99,1
148,122,1
148,131,1
148,137,1
148,138,1
148,169,1
148,196,1
148,207,2
148,232,1
148,238,1
148,267,1
148,269,1
148,335,1
149,94,1
149,255,1
149,289,1
149,306,1
149,311,2
149,330,1
149,339,1
150,33,1
150,54,1
150,138,1
150,157,1
150,169,1
150,228,1
150,256,1
150,326,1
150,336,1
151,232,1
152,118,1
152,188,1
152,194,1
152,228,1
152,244,1
154,17,1
154,109,1
154,116,1
154,126,1
154,141,1
154,165,1
154,253,1
154,256,1
154,266,1
154,269,1
154,282,1
154,338,2
155,7,1
155,9,1
155,28,1
155,84,3
155,99,1
155,118,1
155,157,1
155,171,1
155,235,1
155,284,1
156,17,1
156,88,2
156,104,1
156,133,2
156,138,1
156,207,3
156,269,2
156,314,1
156,373,1
157,46,3
157,107,1
157,205,1
157,232,2
157,314,2
157,318,1
158,7,1
158,28,1
158,98,1
159,14,1
159,33,1
159,54,1
159,56,1
159,107,1
159,241,1
159,310,1
161,49,1
161,99,1
161,174,1
161,282,1
161,338,1
163,7,1
163,14,2
163,51,2
163,54,1
163,70,1
163,99,8
163,110,3
163,118,1
163,123,1
163,138,1
163,145,2
163,152,1
163,163,1
163,174,1
163,178,2
163,188,1
163,207,2
163,219,1
163,239,3
163,244,1
163,246,1
163,250,1
163,256,1
163,270,1
163,280,1
163,307,2
163,308,1
163,314,1
163,322,1
163,367,1
164,99,1
164,256,1
165,326,1
167,17,1
167,51,2
167,88,1
167,104,1
167,123,1
167,137,1
167,207,4
167,239,1
167,248,2
167,255,2
167,256,1
167,269,6
167,284,1
167,311,1
167,332,1
170,12,1
170,28,1
170,51,2
170,98,1
170,147,1
170,169,1
170,180,1
170,274,1
170,282,1
170,314,1
170,338,1
170,350,1
171,9,1
171,80,1
171,88,2
171,98,1
171,107,1
171,138,3
171,150,2
171,152,1
171,174,1
171,179,1
171,180,2
171,245,1
171,248,1
171,262,2
171,269,1
171,303,2
171,308,2
171,327,1
171,328,1
171,359,1
175,18,1
175,28,1
175,30,1
175,71,1
175,80,1
175,137,1
175,150,1
175,152,1
175,165,1
175,196,1
175,207,1
175,238,1
175,252,1
175,269,1
175,284,2
175,303,2
175,307,1
175,330,1
175,332,1
177,27,1
177,77,1
177,112,1
177,327,10
178,122,2
178,144,1
178,240,1
180,7,1
180,85,1
180,94,1
180,137,1
180,169,7
184,18,1
184,135,1
184,152,1
184,172,1
186,227,1
187,17,1
188,5,1
188,28,1
188,30,2
188,31,1
188,80,2
188,110,1
188,137,1
188,162,1
188,168,1
188,169,1
188,302,1
188,314,3
188,373,1
190,116,1
191,156,6
192,44,1
192,102,3
192,118,6
192,239,2
192,269,1
192,313,2
192,327,1
192,330,1
194,130,1
194,137,1
194,141,1
194,153,2
194,236,1
194,239,1
194,269,1
194,270,1
194,314,1
194,346,2
195,71,1
196,7,1
196,207,3
196,256,14
196,269,6
197,246,1
197,267,1
197,295,1
197,371,1
198,43,3
198,49,1
198,137,1
198,141,1
198,150,1
198,165,1
198,206,1
198,207,2
198,270,1
198,327,1
199,94,1
199,99,4
199,105,1
199,150,1
199,196,1
199,207,1
199,269,1
199,334,7
200,9,1
202,30,2
202,48,1
202,80,2
202,102,1
202,104,1
202,107,1
202,122,1
202,138,1
202,162,1
202,168,1
202,171,1
202,207,1
202,308,1
205,13,1
205,57,1
206,7,1
206,30,1
206,47,1
206,237,1
206,239,1
206,240,1
209,28,2
209,80,15
209,89,2
209,90,1
209,98,5
209,137,7
209,138,7
209,157,1
209,167,1
209,177,1
209,178,1
209,180,3
209,207,1
209,269,2
209,308,7
209,368,8
211,265,1
214,7,1
215,32,1
215,306,1
216,107,1
216,125,1
216,199,1
216,239,1
216,323,1
217,99,1
217,332,1
218,6,1
218,67,1
218,247,1
221,17,1
221,43,2
221,56,1
221,149,1
221,153,1
221,177,1
221,178,1
221,314,4
221,327,1
221,330,1
222,95,1
222,256,1
222,314,1
222,318,1
223,55,2
223,78,6
223,198,1
223,227,3
223,244,2
223,269,1
223,319,1
223,346,1
224,48,1
224,141,1
224,169,2
224,172,1
224,207,1
226,7,1
226,25,2
226,84,1
226,90,8
226,98,2
226,104,4
226,117,2
226,133,1
226,142,4
226,144,1
226,152,3
226,157,1
226,167,1
226,184,3
226,186,1
226,194,1
226,199,1
226,201,3
226,207,3
226,246,4
226,255,3
226,256,3
226,269,5
226,286,1
226,296,2
226,299,1
226,303,1
226,309,1
226,311,2
226,315,1
226,330,2
226,335,1
226,356,1
226,381,1
227,101,1
228,5,1
228,152,1
228,207,1
228,367,1
229,84,1
229,125,1
229,207,1
229,232,1
230,7,5
230,17,2
230,99,1
230,102,1
230,107,1
230,199,1
230,239,1
230,302,1
230,346,1
231,84,1
231,123,1
231,125,1
231,144,1
231,214,1
231,217,1
231,228,1
231,265,1
231,330,1
231,333,2
231,382,1
231,385,1
232,5,1
232,7,2
232,8,1
232,12,2
232,17,3
232,28,2
232,56,1
232,80,2
232,118,1
232,138,1
232,141,2
232,201,1
232,207,1
232,302,3
232,303,1
232,318,1
234,17,1
234,311,1
235,95,1
235,97,1
235,99,1
235,145,1
235,149,1
235,207,1
235,318,1
235,330,1
235,346,1
236,9,2
236,80,2
236,84,1
236,99,1
236,118,2
236,137,1
236,150,1
236,156,2
236,201,1
236,202,1
236,359,1
239,127,1
239,139,1
240,43,1
240,89,1
240,125,1
240,207,1
240,267,2
240,268,1
241,98,1
241,102,1
241,113,1
241,122,2
241,137,1
241,237,4
241,313,1
241,346,1
242,28,1
242,98,1
242,99,1
242,156,1
242,315,1
242,334,1
245,56,1
245,122,1
245,125,1
245,185,1
250,51,1
250,80,1
250,138,1
250,207,6
250,255,1
250,284,2
250,372,1
251,169,1
254,84,1
254,97,1
254,214,1
254,267,1
254,318,2
254,335,1
255,19,1
255,118,1
255,188,1
255,255,1
255,284,1
256,7,1
256,30,2
256,110,2
256,118,8
256,137,1
256,138,3
256,140,1
256,157,1
256,169,1
256,178,1
256,181,3
256,207,1
256,225,2
256,237,3
256,239,5
256,241,1
256,256,1
256,269,3
256,308,2
256,346,1
258,87,2
258,149,1
258,207,1
258,232,1
258,269,2
259,52,1
259,78,1
259,98,1
259,118,2
259,207,1
259,248,1
259,256,1
259,302,1
260,122,1
260,126,1
260,152,1
260,207,1
260,284,1
261,107,1
263,14,4
265,246,3
266,81,1
266,141,1
266,195,1
266,256,2
266,292,1
267,7,2
267,56,1
267,94,3
267,239,1
267,240,2
267,327,1
268,25,1
268,118,3
268,169,1
268,236,1
268,302,1
270,98,1
270,271,1
271,43,1
271,102,1
271,150,1
271,178,1
271,202,1
271,226,1
271,241,1
271,310,1
273,82,1
273,117,1
273,157,1
273,256,1
274,17,1
274,46,1
274,56,1
274,87,1
274,94,1
274,118,1
274,122,1
274,128,1
274,168,1
274,198,1
274,302,1
274,308,2
274,309,3
274,327,1
276,7,1
276,70,1
276,84,1
276,99,1
276,100,1
276,122,1
276,284,1
276,314,1
276,380,2
278,256,1
278,333,1
279,56,1
279,122,1
280,362,1
282,236,2
287,98,1
287,137,1
289,10,1
289,43,1
289,62,1
289,69,1
289,152,3
289,178,1
289,207,2
289,267,1
289,310,1
290,7,3
291,7,1
291,25,1
291,62,1
291,99,1
291,138,1
291,308,1
291,368,1
292,38,1
292,381,1
293,6,1
293,32,1
293,46,1
293,81,1
293,82,1
293,98,1
293,99,1
293,100,1
293,122,1
293,131,1
293,134,1
293,138,1
293,157,1
293,180,1
293,186,2
293,189,2
293,194,2
293,217,1
293,238,2
293,248,1
293,252,1
293,258,7
293,267,1
293,269,1
293,282,3
293,283,3
293,286,2
293,306,1
293,307,1
293,318,1
293,326,2
293,335,2
293,346,1
297,122,1
299,5,1
299,7,1
299,44,1
299,56,1
299,69,1
299,90,1
299,99,1
299,118,1
299,122,3
299,131,1
299,137,2
299,157,1
299,178,2
299,238,1
299,239,2
299,267,1
299,302,1
299,327,1
299,335,1
302,7,2
302,8,2
302,65,1
302,100,1
302,157,1
302,236,1
302,239,1
302,353,1
303,5,1
303,7,1
303,31,1
303,104,1
303,122,1
303,137,1
303,142,1
303,152,4
303,164,1
303,168,1
303,169,2
303,184,4
303,207,1
303,246,3
303,269,2
303,284,4
303,289,2
304,152,1
304,184,1
306,196,1
306,207,1
306,258,2
306,333,1
307,16,1
307,17,1
307,80,1
307,96,2
307,99,1
307,122,1
307,125,1
307,133,1
307,160,1
307,315,2
307,350,1
307,382,3
310,7,1
310,94,1
310,118,1
310,198,1
310,207,1
310,217,1
312,96,1
312,246,1
312,322,1
315,269,1
316,12,1
316,56,1
316,119,1
316,269,2
316,292,2
316,323,1
317,207,1
317,314,1
319,14,3
319,197,1
320,90,1
321,7,1
321,9,1
321,17,2
321,40,1
321,54,1
321,56,1
321,98,2
321,134,2
321,137,1
321,144,1
321,152,1
321,167,1
321,174,1
321,190,1
321,203,1
321,223,1
321,282,1
321,291,1
321,327,3
321,332,1
321,333,1
321,338,1
321,339,1
321,346,1
321,372,2
324,49,1
324,118,3
324,327,1
327,356,1
328,7,3
328,28,1
328,31,1
328,80,1
328,81,1
328,90,2
328,152,1
328,156,1
328,162,1
328,184,1
328,194,1
328,207,1
328,213,1
328,245,1
328,256,1
328,269,1
328,284,1
328,330,1
328,352,1
328,373,1
329,82,1
329,269,1
329,282,1
329,338,1
330,137,1
330,163,1
330,212,1
330,270,1
330,330,1
331,122,2
331,207,1
331,229,1
331,314,1
333,207,1
333,302,1
334,43,1
334,77,1
334,84,3
334,112,1
334,256,1
334,269,1
336,236,1
338,180,1
339,6,1
339,95,3
339,114,1
339,122,1
339,153,1
342,19,1
342,56,1
342,110,1
342,197,2
342,241,1
342,255,3
342,282,1
342,330,1
342,338,1
343,33,3
343,336,3
344,80,1
344,104,1
344,114,1
344,156,1
344,157,1
344,184,1
344,207,2
344,247,1
345,195,2
348,6,1
348,22,4
348,27,2
348,28,19
348,29,1
348,30,1
348,41,1
348,43,1
348,46,1
348,50,1
348,52,2
348,54,2
348,56,6
348,63,4
348,67,1
348,71,3
348,74,1
348,80,78
348,88,1
348,98,47
348,102,2
348,104,5
348,110,18
348,117,1
348,118,25
348,126,1
348,127,1
348,137,5
348,138,20
348,141,1
348,150,2
348,156,10
348,162,9
348,163,4
348,165,1
348,166,16
348,168,14
348,171,2
348,178,2
348,187,2
348,188,3
348,191,1
348,197,32
348,202,2
348,206,1
348,207,4
348,217,1
348,237,2
348,239,2
348,241,3
348,247,1
348,253,1
348,255,2
348,270,6
348,271,1
348,286,2
348,307,1
348,308,2
348,310,2
348,313,2
348,328,3
348,345,2
348,346,2
348,351,3
348,359,11
348,366,1
348,368,12
348,381,1
348,382,1
350,17,1
350,77,1
350,112,1
350,148,1
350,267,2
350,335,1
351,8,1
351,80,1
351,98,1
351,133,1
351,207,5
351,212,3
351,269,1
354,5,2
354,207,1
355,297,1
355,298,1
355,299,1
355,315,1
356,28,1
356,80,3
356,137,3
360,12,1
360,30,2
360,53,2
360,88,5
360,110,1
360,116,1
360,121,1
360,138,4
360,152,1
360,165,1
360,171,1
360,207,3
360,238,1
360,250,1
360,252,1
360,269,2
360,307,1
360,314,1
360,315,1
360,330,1
360,372,2
362,8,1
362,56,1
362,77,1
362,84,1
362,90,1
362,94,1
362,118,1
362,122,4
362,137,1
362,152,1
362,255,2
362,269,1
362,285,1
362,314,1
363,56,1
363,336,1
364,15,1
364,27,1
364,28,1
364,32,1
364,46,1
364,48,23
364,51,1
364,53,1
364,70,1
364,81,1
364,85,2
364,97,2
364,102,4
364,126,2
364,137,3
364,138,2
364,139,1
364,142,12
364,143,1
364,144,1
364,152,2
364,157,1
364,162,1
364,167,1
364,172,3
364,184,1
364,194,1
364,196,3
364,201,1
364,202,2
364,214,1
364,217,1
364,229,1
364,247,2
364,255,3
364,267,1
364,268,1
364,281,1
364,306,1
364,323,1
364,330,1
366,122,5
366,207,2
366,238,1
366,284,1
366,314,1
366,338,1
367,335,1
371,28,6
371,80,7
371,89,1
371,98,5
371,112,1
371,180,2
371,368,5
374,256,1
376,81,2
376,314,1
377,16,1
377,320,1
377,346,1
378,44,1
378,87,1
378,164,2
378,302,1
381,7,2
381,28,1
381,97,1
381,100,1
381,174,3
381,269,1
381,284,1
381,292,1
381,352,1
383,131,11
383,169,1
383,207,8
383,267,11
383,269,7
383,327,1
383,335,11
383,350,1
385,5,1
385,30,1
385,77,1
385,82,1
385,94,1
385,99,1
385,103,1
385,107,1
385,109,2
385,112,1
385,118,2
385,122,1
385,133,5
385,143,2
385,150,3
385,152,3
385,157,1
385,237,1
385,238,1
385,239,1
385,245,2
385,246,2
385,255,1
385,267,3
385,269,1
385,273,1
385,310,3
385,314,1
385,318,3
385,330,2
385,346,1
385,362,1
385,384,1
386,9,1
386,15,1
386,99,1
386,137,1
386,167,1
386,178,1
386,181,1
386,199,1
387,80,1
387,104,1
387,122,1
387,180,1
388,5,1
388,7,1
388,56,1
388,98,1
388,212,1
388,269,2
389,7,1
389,84,1
389,131,1
389,150,1
389,282,1
389,302,1
389,320,1
389,338,1
389,371,1
389,385,1
389,396,1
391,138,2
391,185,1
391,207,1
391,269,1
393,9,3
393,51,1
393,67,1
393,74,1
393,107,3
393,110,2
393,118,2
393,138,2
393,157,1
393,239,2
393,240,1
393,247,3
393,308,1
393,309,1
393,332,1
394,143,1
395,122,4
397,7,1
399,6,1
399,16,1
399,156,1
399,330,1
400,54,1
400,87,1
400,152,1
400,184,1
400,239,1
400,256,2
400,315,1
400,359,1
401,77,1
401,392,1
403,56,1
403,313,1
403,314,1
405,250,1
405,311,1
405,328,1
406,122,2
406,138,1
406,207,2
406,255,1
406,256,1
406,308,1
406,346,1
407,7,1
407,8,1
407,17,2
407,56,1
407,63,1
407,100,1
407,117,1
407,122,3
407,133,1
407,199,1
407,201,1
407,392,1
408,56,2
411,90,2
411,196,1
411,256,1
413,7,1
414,2,1
414,152,1
414,207,2
415,87,1
415,98,1
415,137,1
416,6,1
418,9,1
418,338,1
420,56,1
420,118,1
420,133,1
420,212,1
420,246,1
420,271,1
420,282,1
420,303,1
421,5,1
422,169,4
424,9,1
424,43,1
424,97,1
424,145,2
424,275,1
424,284,1
425,7,2
425,10,1
425,25,1
425,33,1
425,46,1
425,49,1
425,56,1
425,57,1
425,67,1
425,71,1
425,77,1
425,97,3
425,99,1
425,100,1
425,137,1
425,150,1
425,162,1
425,166,1
425,169,1
425,171,1
425,214,1
425,235,1
425,267,1
425,270,1
425,287,1
425,311,1
425,318,1
425,336,1
425,346,1
426,77,1
426,167,2
428,5,1
428,7,1
428,42,1
428,97,2
428,98,1
428,104,1
428,126,1
428,152,3
428,184,2
428,207,2
428,212,1
428,246,1
428,269,4
428,284,1
428,330,2
430,18,1
430,356,1
431,7,1
431,118,15
431,157,1
431,238,5
431,239,13
431,240,1
431,314,1
431,346,1
431,356,1
432,7,1
432,16,1
432,17,2
432,119,3
432,145,1
432,212,1
432,239,1
432,252,1
432,277,1
432,319,1
433,17,1
434,44,1
434,55,3
434,87,1
434,97,1
434,107,2
434,110,1
434,118,1
434,122,1
434,142,1
434,152,1
434,157,1
434,184,1
